,regions,tech,life,life_notes
0,CA,C_AHPHE_ELC_N,15.0,yrs
14,CA,C_AHPHE_ELC_R,20.0,yrs
17,CA,C_AHPST_ELC_N,15.0,yrs
31,CA,C_AHP_ELC_R,20.0,yrs
37,CA,C_CK_RANGEHE_ELC_N,12.0,yrs
44,CA,C_CK_RANGEHE_ELC_R,12.0,yrs
46,CA,C_CK_RANGEHE_NGA_N,12.0,yrs
53,CA,C_CK_RANGEHE_NGA_R,12.0,yrs
55,CA,C_CK_RANGEST_ELC_N,12.0,yrs
62,CA,C_CK_RANGEST_NGA_N,12.0,yrs
69,CA,C_CK_RANGE_ELC_R,12.0,yrs
71,CA,C_CK_RANGE_NGA_R,12.0,yrs
73,CA,C_GHPHE_ELC_N,14.0,yrs
87,CA,C_GHPHE_ELC_R,14.0,yrs
89,CA,C_GHPST_ELC_N,14.0,yrs
103,CA,C_GHP_ELC_R,14.0,yrs
107,CA,C_LT_8FTLEDHE_LFL_N,12.0,yrs
114,CA,C_LT_8FTLEDST_LFL_N,12.0,yrs
121,CA,C_LT_8FTLUMHE_LFL_N,24.0,yrs
128,CA,C_LT_8FTLUMST_LFL_N,24.0,yrs
135,CA,C_LT_8FTT8HE_LFL_N,6.0,yrs
142,CA,C_LT_8FTT8HOHE_LFL_N,5.0,yrs
149,CA,C_LT_8FTT8HOST_LFL_N,5.0,yrs
156,CA,C_LT_8FTT8HO_LFL_R,4.0,yrs
157,CA,C_LT_8FTT8ST_LFL_N,6.0,yrs
164,CA,C_LT_8FTT8_LFL_R,6.0,yrs
165,CA,C_LT_CFLHE_GSL_N,3.0,yrs
172,CA,C_LT_CFLST_GSL_N,3.0,yrs
179,CA,C_LT_CFL_GSL_R,3.0,yrs
180,CA,C_LT_HALST_RFL_N,2.0,yrs
187,CA,C_LT_HAL_RFL_R,2.0,yrs
188,CA,C_LT_HIRST_RFL_N,2.0,yrs
195,CA,C_LT_HIR_RFL_R,2.0,yrs
196,CA,C_LT_LEDHE_GSL_N,13.0,yrs
203,CA,C_LT_LEDHE_LFL_N,12.0,yrs
210,CA,C_LT_LEDHE_RFL_N,13.0,yrs
217,CA,C_LT_LEDST_GSL_N,13.0,yrs
224,CA,C_LT_LEDST_LFL_N,12.0,yrs
231,CA,C_LT_LEDST_RFL_N,13.0,yrs
238,CA,C_LT_LUMHE_HB_N,24.0,yrs
245,CA,C_LT_LUMHE_LB_N,24.0,yrs
252,CA,C_LT_LUMHE_LFL_N,24.0,yrs
259,CA,C_LT_LUMST_HB_N,24.0,yrs
266,CA,C_LT_LUMST_LB_N,24.0,yrs
273,CA,C_LT_LUMST_LFL_N,24.0,yrs
280,CA,C_LT_LUM_LFL_R,17.0,yrs
283,CA,C_LT_MERCST_HB_N,6.0,yrs
290,CA,C_LT_MERCST_LB_N,6.0,yrs
297,CA,C_LT_MERC_HB_R,6.0,yrs
298,CA,C_LT_MERC_LB_R,6.0,yrs
299,CA,C_LT_MTHALST_HB_N,4.0,yrs
306,CA,C_LT_MTHALST_LB_N,4.0,yrs
313,CA,C_LT_MTHAL_HB_R,4.0,yrs
314,CA,C_LT_MTHAL_LB_R,4.0,yrs
315,CA,C_LT_NAVAPST_HB_N,6.0,yrs
322,CA,C_LT_NAVAPST_LB_N,6.0,yrs
329,CA,C_LT_NAVAP_HB_R,6.0,yrs
330,CA,C_LT_NAVAP_LB_R,6.0,yrs
331,CA,C_LT_T5HE_LFL_N,8.0,yrs
338,CA,C_LT_T5HOHE_HB_N,7.0,yrs
345,CA,C_LT_T5HOST_HB_N,7.0,yrs
352,CA,C_LT_T5HO_HB_R,6.0,yrs
353,CA,C_LT_T5ST_LFL_N,8.0,yrs
360,CA,C_LT_T5_LFL_R,7.0,yrs
362,CA,C_LT_T8HE_LFL_N,6.0,yrs
369,CA,C_LT_T8ST_LFL_N,6.0,yrs
376,CA,C_LT_T8_LFL_R,6.0,yrs
377,CA,C_OW_DSL_N,25.0,yrs
384,CA,C_OW_DSL_R,25.0,yrs
387,CA,C_OW_ELC_N,25.0,yrs
394,CA,C_OW_ELC_R,25.0,yrs
397,CA,C_OW_NGA_N,25.0,yrs
404,CA,C_OW_NGA_R,25.0,yrs
407,CA,C_RF_BVMHE_ELC_N,10.0,yrs
414,CA,C_RF_BVMHE_ELC_R,10.0,yrs
416,CA,C_RF_BVMST_ELC_N,10.0,yrs
423,CA,C_RF_BVM_ELC_R,10.0,yrs
425,CA,C_RF_CENHE_ELC_N,10.0,yrs
432,CA,C_RF_CENST_ELC_N,10.0,yrs
439,CA,C_RF_CEN_ELC_R,10.0,yrs
441,CA,C_RF_CMPHE_ELC_N,15.0,yrs
448,CA,C_RF_CMPST_ELC_N,15.0,yrs
455,CA,C_RF_CMP_ELC_R,15.0,yrs
457,CA,C_RF_CNDHE_ELC_N,10.0,yrs
464,CA,C_RF_CNDST_ELC_N,10.0,yrs
471,CA,C_RF_CND_ELC_R,10.0,yrs
473,CA,C_RF_ICMHE_ELC_N,8.0,yrs
480,CA,C_RF_ICMST_ELC_N,8.0,yrs
487,CA,C_RF_ICM_ELC_R,8.0,yrs
489,CA,C_RF_RIFHE_ELC_N,10.0,yrs
496,CA,C_RF_RIFHE_ELC_R,10.0,yrs
498,CA,C_RF_RIFST_ELC_N,10.0,yrs
505,CA,C_RF_RIF_ELC_R,10.0,yrs
507,CA,C_RF_RIRHE_ELC_N,10.0,yrs
514,CA,C_RF_RIRHE_ELC_R,10.0,yrs
516,CA,C_RF_RIRST_ELC_N,10.0,yrs
523,CA,C_RF_RIR_ELC_R,10.0,yrs
525,CA,C_RF_RVMHE_ELC_N,14.0,yrs
532,CA,C_RF_RVMST_ELC_N,14.0,yrs
539,CA,C_RF_RVM_ELC_R,14.0,yrs
541,CA,C_RF_WIFHE_ELC_N,10.0,yrs
548,CA,C_RF_WIFHE_ELC_R,10.0,yrs
550,CA,C_RF_WIFST_ELC_N,10.0,yrs
557,CA,C_RF_WIF_ELC_R,10.0,yrs
559,CA,C_RF_WIRHE_ELC_N,12.0,yrs
566,CA,C_RF_WIRHE_ELC_R,12.0,yrs
568,CA,C_RF_WIRST_ELC_N,12.0,yrs
575,CA,C_RF_WIR_ELC_R,12.0,yrs
577,CA,C_SC_CCCHE_ELC_N,25.0,yrs
584,CA,C_SC_CCCHE_ELC_R,25.0,yrs
587,CA,C_SC_CCCST_ELC_N,25.0,yrs
594,CA,C_SC_CCC_ELC_R,25.0,yrs
597,CA,C_SC_CHA_NGA_N,23.0,yrs
604,CA,C_SC_CHA_NGA_R,23.0,yrs
607,CA,C_SC_CHEDAHE_N,25.0,yrs
614,CA,C_SC_CHEDA_R,25.0,yrs
617,CA,C_SC_CRCHE_ELC_N,20.0,yrs
624,CA,C_SC_CRCHE_ELC_R,20.0,yrs
627,CA,C_SC_CRCST_ELC_N,20.0,yrs
634,CA,C_SC_CRC_ELC_R,20.0,yrs
637,CA,C_SC_CSCHE_ELC_N,20.0,yrs
644,CA,C_SC_CSCHE_ELC_R,20.0,yrs
647,CA,C_SC_CSCST_ELC_N,20.0,yrs
654,CA,C_SC_CSC_ELC_R,20.0,yrs
657,CA,C_SC_CSWHE_ELC_N,20.0,yrs
664,CA,C_SC_CSWHE_ELC_R,20.0,yrs
667,CA,C_SC_CSWST_ELC_N,20.0,yrs
674,CA,C_SC_CSW_ELC_R,20.0,yrs
677,CA,C_SC_RACHE_ELC_N,21.0,yrs
684,CA,C_SC_RACHE_ELC_R,21.0,yrs
687,CA,C_SC_RACST_ELC_N,21.0,yrs
694,CA,C_SC_RACST_NGA_N,15.0,yrs
701,CA,C_SC_RAC_ELC_R,21.0,yrs
704,CA,C_SC_RAC_NGA_R,15.0,yrs
706,CA,C_SH_BHE_DISTOIL_N,26.0,yrs
713,CA,C_SH_BHE_DISTOIL_R,30.0,yrs
716,CA,C_SH_BHE_NGA_N,25.0,yrs
723,CA,C_SH_BHE_NGA_R,25.0,yrs
726,CA,C_SH_BST_DISTOIL_N,26.0,yrs
733,CA,C_SH_BST_ELC_N,15.0,yrs
740,CA,C_SH_BST_NGA_N,25.0,yrs
747,CA,C_SH_B_DISTOIL_R,30.0,yrs
750,CA,C_SH_B_ELC_R,15.0,yrs
752,CA,C_SH_B_NGA_R,30.0,yrs
755,CA,C_SH_ERST_ELC_N,18.0,yrs
762,CA,C_SH_ER_ELC_R,18.0,yrs
765,CA,C_SH_FHE_NGA_N,23.0,yrs
772,CA,C_SH_FHE_NGA_R,23.0,yrs
775,CA,C_SH_FST_DISTOIL_N,23.0,yrs
782,CA,C_SH_FST_NGA_N,23.0,yrs
789,CA,C_SH_F_DISTOIL_R,23.0,yrs
792,CA,C_SH_F_NGA_R,23.0,yrs
795,CA,C_VT_CAVHE_ELC_N,20.0,yrs
802,CA,C_VT_CAVST_ELC_N,20.0,yrs
809,CA,C_VT_CAV_ELC_R,20.0,yrs
812,CA,C_VT_VAVHE_ELC_N,20.0,yrs
819,CA,C_VT_VAVST_ELC_N,20.0,yrs
826,CA,C_VT_VAV_ELC_R,20.0,yrs
829,CA,C_WH_DWHHE_DISTOIL_N,13.0,yrs
836,CA,C_WH_DWHHE_DISTOIL_R,13.0,yrs
838,CA,C_WH_DWHST_DISTOIL_N,13.0,yrs
845,CA,C_WH_DWH_DISTOIL_R,13.0,yrs
847,CA,C_WH_EWHST_ELC_N,12.0,yrs
854,CA,C_WH_HPST_ELC_N,15.0,yrs
861,CA,C_WH_HP_ELC_R,15.0,yrs
863,CA,C_WH_NWHHE_NGA_N,10.0,yrs
870,CA,C_WH_NWHHE_NGA_R,10.0,yrs
872,CA,C_WH_NWHST_NGA_N,10.0,yrs
879,CA,C_WH_NWH_NGA_R,13.0,yrs
881,CA,C_WH_SOLST_ELC_N,20.0,yrs
888,CA,C_WH_SOLST_ELC_R,20.0,yrs
891,CA,C_WH_SOL_ELC_R,20.0,yrs
894,CA,R_CD_ELC_R,13.0,yrs
896,CA,R_CD_HE_ELC_N,13.0,yrs
903,CA,R_CD_HE_NGA_N,13.0,yrs
910,CA,R_CD_NGA_R,13.0,yrs
912,CA,R_CD_ST_ELC_N,13.0,yrs
919,CA,R_CD_ST_NGA_N,13.0,yrs
926,CA,R_CK_OVHE_NGA_N,12.0,yrs
933,CA,R_CK_OVST_NGA_N,12.0,yrs
940,CA,R_CK_OV_NGA_R,12.0,yrs
942,CA,R_CK_TOPHE_ELC_N,19.0,yrs
949,CA,R_CK_TOPHE_NGA_N,12.0,yrs
956,CA,R_CK_TOPST_ELC_N,15.0,yrs
963,CA,R_CK_TOPST_NGA_N,12.0,yrs
970,CA,R_CK_TOP_ELC_R,15.0,yrs
972,CA,R_CK_TOP_NGA_R,12.0,yrs
974,CA,R_DW_ELC_R,14.0,yrs
976,CA,R_DW_HE_ELC_N,14.0,yrs
983,CA,R_DW_ST_ELC_N,14.0,yrs
990,CA,R_FZ_CHESTHE_N,22.0,yrs
997,CA,R_FZ_CHESTST_N,22.0,yrs
1004,CA,R_FZ_CHEST_R,22.0,yrs
1007,CA,R_FZ_UPRIGHTHE_N,22.0,yrs
1014,CA,R_FZ_UPRIGHTST_N,22.0,yrs
1021,CA,R_FZ_UPRIGHT_R,22.0,yrs
1024,CA,R_HPELC_R,15.0,yrs
1032,CA,R_HPHE_ELC_N,15.0,yrs
1060,CA,R_HPHE_GEO_N,14.0,yrs
1088,CA,R_HPST_ELC_N,15.0,yrs
1116,CA,R_HPST_GEO_N,14.0,yrs
1144,CA,R_HPST_NGA_N,15.0,yrs
1151,CA,R_HP_GEO_R,14.0,yrs
1159,CA,R_HP_NGA_N,15.0,yrs
1166,CA,R_HP_NGA_R,15.0,yrs
1170,CA,R_LT_CFLHE_GSL_N,17.0,yrs
1177,CA,R_LT_CFLHE_RFL_N,17.0,yrs
1184,CA,R_LT_CFLST_GSL_N,17.0,yrs
1191,CA,R_LT_CFLST_RFL_N,17.0,yrs
1198,CA,R_LT_CFLST_ROL_N,10.0,yrs
1205,CA,R_LT_CFL_GSL_R,15.0,yrs
1207,CA,R_LT_CFL_RFL_R,12.0,yrs
1209,CA,R_LT_CFL_ROL_R,9.0,yrs
1211,CA,R_LT_HALST_RFL_N,2.0,yrs
1218,CA,R_LT_HALST_ROL_N,2.0,yrs
1225,CA,R_LT_HAL_RFL_R,2.0,yrs
1226,CA,R_LT_HAL_ROL_R,2.0,yrs
1227,CA,R_LT_HIRST_RFL_N,7.0,yrs
1234,CA,R_LT_HIRST_ROL_N,4.0,yrs
1241,CA,R_LT_HIR_RFL_R,6.0,yrs
1242,CA,R_LT_INCST_RFL_N,3.0,yrs
1249,CA,R_LT_INCST_ROL_N,2.0,yrs
1256,CA,R_LT_INC_RFL_R,3.0,yrs
1257,CA,R_LT_INC_ROL_R,2.0,yrs
1258,CA,R_LT_LED60HE_GSL_N,76.0,yrs
1265,CA,R_LT_LED60ST_GSL_N,76.0,yrs
1272,CA,R_LT_LED60_GSL_R,31.0,yrs
1275,CA,R_LT_LEDHE_LUM_N,145.0,yrs
1282,CA,R_LT_LEDHE_RFL_N,77.0,yrs
1289,CA,R_LT_LEDHE_ROL_N,47.0,yrs
1296,CA,R_LT_LEDST_LUM_N,145.0,yrs
1303,CA,R_LT_LEDST_RFL_N,77.0,yrs
1310,CA,R_LT_LEDST_ROL_N,47.0,yrs
1317,CA,R_LT_LLRHE_L2L_N,73.0,yrs
1324,CA,R_LT_LLRST_L2L_N,73.0,yrs
1331,CA,R_LT_T5HE_LFL_N,47.0,yrs
1338,CA,R_LT_T5ST_LFL_N,47.0,yrs
1345,CA,R_LT_T8HE_LFL_N,38.0,yrs
1352,CA,R_LT_T8ST_LFL_N,34.0,yrs
1359,CA,R_LT_T8_LFL_R,29.0,yrs
1362,CA,R_OW_ELC_N,25.0,yrs
1369,CA,R_OW_ELC_R,25.0,yrs
1372,CA,R_RF_BFELC_R,17.0,yrs
1375,CA,R_RF_BFHE_ELC_N,17.0,yrs
1382,CA,R_RF_BFST_ELC_N,17.0,yrs
1389,CA,R_RF_SFELC_R,17.0,yrs
1392,CA,R_RF_SFHE_ELC_N,17.0,yrs
1399,CA,R_RF_SFST_ELC_N,17.0,yrs
1406,CA,R_RF_TFELC_R,17.0,yrs
1409,CA,R_RF_TFHE_ELC_N,17.0,yrs
1416,CA,R_RF_TFST_ELC_N,17.0,yrs
1423,CA,R_SC_CACELC_R,18.0,yrs
1429,CA,R_SC_CACHE_ELC_N,18.0,yrs
1443,CA,R_SC_CACST_ELC_N,18.0,yrs
1457,CA,R_SC_RACELC_R,9.0,yrs
1461,CA,R_SC_RACHE_ELC_N,9.0,yrs
1475,CA,R_SC_RACST_ELC_N,9.0,yrs
1489,CA,R_SH_BLRHE_DISTOIL_N,23.0,yrs
1496,CA,R_SH_BLRHE_NGA_N,25.0,yrs
1503,CA,R_SH_BLRST_DISTOIL_N,23.0,yrs
1510,CA,R_SH_BLRST_NGA_N,25.0,yrs
1517,CA,R_SH_BLR_DISTOIL_R,23.0,yrs
1520,CA,R_SH_BLR_NGA_R,25.0,yrs
1523,CA,R_SH_FDISTOIL_R,26.0,yrs
1526,CA,R_SH_FHE_DISTOIL_N,26.0,yrs
1533,CA,R_SH_FHE_NGA_N,21.0,yrs
1540,CA,R_SH_FLPG_R,21.0,yrs
1543,CA,R_SH_FNGA_R,21.0,yrs
1546,CA,R_SH_FST_DISTOIL_N,26.0,yrs
1553,CA,R_SH_FST_ELC_N,22.0,yrs
1560,CA,R_SH_FST_LPG_N,21.0,yrs
1567,CA,R_SH_FST_NGA_N,21.0,yrs
1574,CA,R_SH_F_ELC_R,22.0,yrs
1577,CA,R_SH_PLTHE_BIO_N,25.0,yrs
1584,CA,R_SH_PLTST_BIO_N,25.0,yrs
1591,CA,R_SH_RESST_ELC_N,22.0,yrs
1598,CA,R_SH_RES_ELC_R,22.0,yrs
1601,CA,R_SH_WHBIO_R,18.0,yrs
1604,CA,R_SH_WHHE_BIO_N,18.0,yrs
1611,CA,R_SH_WHST_BIO_N,18.0,yrs
1618,CA,R_WH_ELC_R,13.0,yrs
1622,CA,R_WH_ERHE_ELC_N,13.0,yrs
1636,CA,R_WH_ERST_ELC_N,13.0,yrs
1650,CA,R_WH_GFHE_NGA_N,13.0,yrs
1657,CA,R_WH_GFST_NGA_N,13.0,yrs
1664,CA,R_WH_GF_NGA_R,13.0,yrs
1666,CA,R_WH_HPHE_ELC_N,13.0,yrs
1673,CA,R_WH_HPST_ELC_N,13.0,yrs
1680,CA,R_WH_OFHE_DISTOIL_N,13.0,yrs
1687,CA,R_WH_OFST_DISTOIL_N,13.0,yrs
1694,CA,R_WH_OF_DISTOIL_R,13.0,yrs
1696,CA,R_WH_SOLELC_R,22.0,yrs
1702,CA,R_WH_SOLST_ELC_N,22.0,yrs
1716,NW,C_AHPHE_ELC_N,15.0,yrs
1730,NW,C_AHPHE_ELC_R,20.0,yrs
1733,NW,C_AHPST_ELC_N,15.0,yrs
1747,NW,C_AHP_ELC_R,20.0,yrs
1753,NW,C_CK_RANGEHE_ELC_N,12.0,yrs
1760,NW,C_CK_RANGEHE_ELC_R,12.0,yrs
1762,NW,C_CK_RANGEHE_NGA_N,12.0,yrs
1769,NW,C_CK_RANGEHE_NGA_R,12.0,yrs
1771,NW,C_CK_RANGEST_ELC_N,12.0,yrs
1778,NW,C_CK_RANGEST_NGA_N,12.0,yrs
1785,NW,C_CK_RANGE_ELC_R,12.0,yrs
1787,NW,C_CK_RANGE_NGA_R,12.0,yrs
1789,NW,C_GHPHE_ELC_N,14.0,yrs
1803,NW,C_GHPHE_ELC_R,14.0,yrs
1805,NW,C_GHPST_ELC_N,14.0,yrs
1819,NW,C_GHP_ELC_R,14.0,yrs
1823,NW,C_LT_8FTLEDHE_LFL_N,12.0,yrs
1830,NW,C_LT_8FTLEDST_LFL_N,12.0,yrs
1837,NW,C_LT_8FTLUMHE_LFL_N,24.0,yrs
1844,NW,C_LT_8FTLUMST_LFL_N,24.0,yrs
1851,NW,C_LT_8FTT8HE_LFL_N,6.0,yrs
1858,NW,C_LT_8FTT8HOHE_LFL_N,5.0,yrs
1865,NW,C_LT_8FTT8HOST_LFL_N,5.0,yrs
1872,NW,C_LT_8FTT8HO_LFL_R,4.0,yrs
1873,NW,C_LT_8FTT8ST_LFL_N,6.0,yrs
1880,NW,C_LT_8FTT8_LFL_R,6.0,yrs
1881,NW,C_LT_CFLHE_GSL_N,3.0,yrs
1888,NW,C_LT_CFLST_GSL_N,3.0,yrs
1895,NW,C_LT_CFL_GSL_R,3.0,yrs
1896,NW,C_LT_HALST_RFL_N,2.0,yrs
1903,NW,C_LT_HAL_RFL_R,2.0,yrs
1904,NW,C_LT_HIRST_RFL_N,2.0,yrs
1911,NW,C_LT_HIR_RFL_R,2.0,yrs
1912,NW,C_LT_LEDHE_GSL_N,13.0,yrs
1919,NW,C_LT_LEDHE_LFL_N,12.0,yrs
1926,NW,C_LT_LEDHE_RFL_N,13.0,yrs
1933,NW,C_LT_LEDST_GSL_N,13.0,yrs
1940,NW,C_LT_LEDST_LFL_N,12.0,yrs
1947,NW,C_LT_LEDST_RFL_N,13.0,yrs
1954,NW,C_LT_LUMHE_HB_N,24.0,yrs
1961,NW,C_LT_LUMHE_LB_N,24.0,yrs
1968,NW,C_LT_LUMHE_LFL_N,24.0,yrs
1975,NW,C_LT_LUMST_HB_N,24.0,yrs
1982,NW,C_LT_LUMST_LB_N,24.0,yrs
1989,NW,C_LT_LUMST_LFL_N,24.0,yrs
1996,NW,C_LT_LUM_LFL_R,17.0,yrs
1999,NW,C_LT_MERCST_HB_N,6.0,yrs
2006,NW,C_LT_MERCST_LB_N,6.0,yrs
2013,NW,C_LT_MERC_HB_R,6.0,yrs
2014,NW,C_LT_MERC_LB_R,6.0,yrs
2015,NW,C_LT_MTHALST_HB_N,4.0,yrs
2022,NW,C_LT_MTHALST_LB_N,4.0,yrs
2029,NW,C_LT_MTHAL_HB_R,4.0,yrs
2030,NW,C_LT_MTHAL_LB_R,4.0,yrs
2031,NW,C_LT_NAVAPST_HB_N,6.0,yrs
2038,NW,C_LT_NAVAPST_LB_N,6.0,yrs
2045,NW,C_LT_NAVAP_HB_R,6.0,yrs
2046,NW,C_LT_NAVAP_LB_R,6.0,yrs
2047,NW,C_LT_T5HE_LFL_N,8.0,yrs
2054,NW,C_LT_T5HOHE_HB_N,7.0,yrs
2061,NW,C_LT_T5HOST_HB_N,7.0,yrs
2068,NW,C_LT_T5HO_HB_R,6.0,yrs
2069,NW,C_LT_T5ST_LFL_N,8.0,yrs
2076,NW,C_LT_T5_LFL_R,7.0,yrs
2078,NW,C_LT_T8HE_LFL_N,6.0,yrs
2085,NW,C_LT_T8ST_LFL_N,6.0,yrs
2092,NW,C_LT_T8_LFL_R,6.0,yrs
2093,NW,C_OW_DSL_N,25.0,yrs
2100,NW,C_OW_DSL_R,25.0,yrs
2103,NW,C_OW_ELC_N,25.0,yrs
2110,NW,C_OW_ELC_R,25.0,yrs
2113,NW,C_OW_NGA_N,25.0,yrs
2120,NW,C_OW_NGA_R,25.0,yrs
2123,NW,C_RF_BVMHE_ELC_N,10.0,yrs
2130,NW,C_RF_BVMHE_ELC_R,10.0,yrs
2132,NW,C_RF_BVMST_ELC_N,10.0,yrs
2139,NW,C_RF_BVM_ELC_R,10.0,yrs
2141,NW,C_RF_CENHE_ELC_N,10.0,yrs
2148,NW,C_RF_CENST_ELC_N,10.0,yrs
2155,NW,C_RF_CEN_ELC_R,10.0,yrs
2157,NW,C_RF_CMPHE_ELC_N,15.0,yrs
2164,NW,C_RF_CMPST_ELC_N,15.0,yrs
2171,NW,C_RF_CMP_ELC_R,15.0,yrs
2173,NW,C_RF_CNDHE_ELC_N,10.0,yrs
2180,NW,C_RF_CNDST_ELC_N,10.0,yrs
2187,NW,C_RF_CND_ELC_R,10.0,yrs
2189,NW,C_RF_ICMHE_ELC_N,8.0,yrs
2196,NW,C_RF_ICMST_ELC_N,8.0,yrs
2203,NW,C_RF_ICM_ELC_R,8.0,yrs
2205,NW,C_RF_RIFHE_ELC_N,10.0,yrs
2212,NW,C_RF_RIFHE_ELC_R,10.0,yrs
2214,NW,C_RF_RIFST_ELC_N,10.0,yrs
2221,NW,C_RF_RIF_ELC_R,10.0,yrs
2223,NW,C_RF_RIRHE_ELC_N,10.0,yrs
2230,NW,C_RF_RIRHE_ELC_R,10.0,yrs
2232,NW,C_RF_RIRST_ELC_N,10.0,yrs
2239,NW,C_RF_RIR_ELC_R,10.0,yrs
2241,NW,C_RF_RVMHE_ELC_N,14.0,yrs
2248,NW,C_RF_RVMST_ELC_N,14.0,yrs
2255,NW,C_RF_RVM_ELC_R,14.0,yrs
2257,NW,C_RF_WIFHE_ELC_N,10.0,yrs
2264,NW,C_RF_WIFHE_ELC_R,10.0,yrs
2266,NW,C_RF_WIFST_ELC_N,10.0,yrs
2273,NW,C_RF_WIF_ELC_R,10.0,yrs
2275,NW,C_RF_WIRHE_ELC_N,12.0,yrs
2282,NW,C_RF_WIRHE_ELC_R,12.0,yrs
2284,NW,C_RF_WIRST_ELC_N,12.0,yrs
2291,NW,C_RF_WIR_ELC_R,12.0,yrs
2293,NW,C_SC_CCCHE_ELC_N,25.0,yrs
2300,NW,C_SC_CCCHE_ELC_R,25.0,yrs
2303,NW,C_SC_CCCST_ELC_N,25.0,yrs
2310,NW,C_SC_CCC_ELC_R,25.0,yrs
2313,NW,C_SC_CHA_NGA_N,23.0,yrs
2320,NW,C_SC_CHA_NGA_R,23.0,yrs
2323,NW,C_SC_CHEDAHE_N,25.0,yrs
2330,NW,C_SC_CHEDA_R,25.0,yrs
2333,NW,C_SC_CRCHE_ELC_N,20.0,yrs
2340,NW,C_SC_CRCHE_ELC_R,20.0,yrs
2343,NW,C_SC_CRCST_ELC_N,20.0,yrs
2350,NW,C_SC_CRC_ELC_R,20.0,yrs
2353,NW,C_SC_CSCHE_ELC_N,20.0,yrs
2360,NW,C_SC_CSCHE_ELC_R,20.0,yrs
2363,NW,C_SC_CSCST_ELC_N,20.0,yrs
2370,NW,C_SC_CSC_ELC_R,20.0,yrs
2373,NW,C_SC_CSWHE_ELC_N,20.0,yrs
2380,NW,C_SC_CSWHE_ELC_R,20.0,yrs
2383,NW,C_SC_CSWST_ELC_N,20.0,yrs
2390,NW,C_SC_CSW_ELC_R,20.0,yrs
2393,NW,C_SC_RACHE_ELC_N,21.0,yrs
2400,NW,C_SC_RACHE_ELC_R,21.0,yrs
2403,NW,C_SC_RACST_ELC_N,21.0,yrs
2410,NW,C_SC_RACST_NGA_N,15.0,yrs
2417,NW,C_SC_RAC_ELC_R,21.0,yrs
2420,NW,C_SC_RAC_NGA_R,15.0,yrs
2422,NW,C_SH_BHE_DISTOIL_N,26.0,yrs
2429,NW,C_SH_BHE_DISTOIL_R,30.0,yrs
2432,NW,C_SH_BHE_NGA_N,25.0,yrs
2439,NW,C_SH_BHE_NGA_R,25.0,yrs
2442,NW,C_SH_BST_DISTOIL_N,26.0,yrs
2449,NW,C_SH_BST_ELC_N,15.0,yrs
2456,NW,C_SH_BST_NGA_N,25.0,yrs
2463,NW,C_SH_B_DISTOIL_R,30.0,yrs
2466,NW,C_SH_B_ELC_R,15.0,yrs
2468,NW,C_SH_B_NGA_R,30.0,yrs
2471,NW,C_SH_ERST_ELC_N,18.0,yrs
2478,NW,C_SH_ER_ELC_R,18.0,yrs
2481,NW,C_SH_FHE_NGA_N,23.0,yrs
2488,NW,C_SH_FHE_NGA_R,23.0,yrs
2491,NW,C_SH_FST_DISTOIL_N,23.0,yrs
2498,NW,C_SH_FST_NGA_N,23.0,yrs
2505,NW,C_SH_F_DISTOIL_R,23.0,yrs
2508,NW,C_SH_F_NGA_R,23.0,yrs
2511,NW,C_VT_CAVHE_ELC_N,20.0,yrs
2518,NW,C_VT_CAVST_ELC_N,20.0,yrs
2525,NW,C_VT_CAV_ELC_R,20.0,yrs
2528,NW,C_VT_VAVHE_ELC_N,20.0,yrs
2535,NW,C_VT_VAVST_ELC_N,20.0,yrs
2542,NW,C_VT_VAV_ELC_R,20.0,yrs
2545,NW,C_WH_DWHHE_DISTOIL_N,13.0,yrs
2552,NW,C_WH_DWHHE_DISTOIL_R,13.0,yrs
2554,NW,C_WH_DWHST_DISTOIL_N,13.0,yrs
2561,NW,C_WH_DWH_DISTOIL_R,13.0,yrs
2563,NW,C_WH_EWHST_ELC_N,12.0,yrs
2570,NW,C_WH_HPST_ELC_N,15.0,yrs
2577,NW,C_WH_HP_ELC_R,15.0,yrs
2579,NW,C_WH_NWHHE_NGA_N,10.0,yrs
