,regions,tech,life,life_notes
12841,MID_AT,C_WH_DWHHE_DISTOIL_N,13.0,yrs
12848,MID_AT,C_WH_DWHHE_DISTOIL_R,13.0,yrs
12850,MID_AT,C_WH_DWHST_DISTOIL_N,13.0,yrs
12857,MID_AT,C_WH_DWH_DISTOIL_R,13.0,yrs
12859,MID_AT,C_WH_EWHST_ELC_N,12.0,yrs
12866,MID_AT,C_WH_HPST_ELC_N,15.0,yrs
12873,MID_AT,C_WH_HP_ELC_R,15.0,yrs
12875,MID_AT,C_WH_NWHHE_NGA_N,10.0,yrs
12882,MID_AT,C_WH_NWHHE_NGA_R,10.0,yrs
12884,MID_AT,C_WH_NWHST_NGA_N,10.0,yrs
12891,MID_AT,C_WH_NWH_NGA_R,13.0,yrs
12893,MID_AT,C_WH_SOLST_ELC_N,20.0,yrs
12900,MID_AT,C_WH_SOLST_ELC_R,20.0,yrs
12903,MID_AT,C_WH_SOL_ELC_R,20.0,yrs
12906,MID_AT,R_CD_ELC_R,13.0,yrs
12908,MID_AT,R_CD_HE_ELC_N,13.0,yrs
12915,MID_AT,R_CD_HE_NGA_N,13.0,yrs
12922,MID_AT,R_CD_NGA_R,13.0,yrs
12924,MID_AT,R_CD_ST_ELC_N,13.0,yrs
12931,MID_AT,R_CD_ST_NGA_N,13.0,yrs
12938,MID_AT,R_CK_OVHE_NGA_N,12.0,yrs
12945,MID_AT,R_CK_OVST_NGA_N,12.0,yrs
12952,MID_AT,R_CK_OV_NGA_R,12.0,yrs
12954,MID_AT,R_CK_TOPHE_ELC_N,19.0,yrs
12961,MID_AT,R_CK_TOPHE_NGA_N,12.0,yrs
12968,MID_AT,R_CK_TOPST_ELC_N,15.0,yrs
12975,MID_AT,R_CK_TOPST_NGA_N,12.0,yrs
12982,MID_AT,R_CK_TOP_ELC_R,15.0,yrs
12984,MID_AT,R_CK_TOP_NGA_R,12.0,yrs
12986,MID_AT,R_DW_ELC_R,14.0,yrs
12988,MID_AT,R_DW_HE_ELC_N,14.0,yrs
12995,MID_AT,R_DW_ST_ELC_N,14.0,yrs
13002,MID_AT,R_FZ_CHESTHE_N,22.0,yrs
13009,MID_AT,R_FZ_CHESTST_N,22.0,yrs
13016,MID_AT,R_FZ_CHEST_R,22.0,yrs
13019,MID_AT,R_FZ_UPRIGHTHE_N,22.0,yrs
13026,MID_AT,R_FZ_UPRIGHTST_N,22.0,yrs
13033,MID_AT,R_FZ_UPRIGHT_R,22.0,yrs
13036,MID_AT,R_HPELC_R,15.0,yrs
13044,MID_AT,R_HPHE_ELC_N,15.0,yrs
13072,MID_AT,R_HPHE_GEO_N,14.0,yrs
13100,MID_AT,R_HPST_ELC_N,15.0,yrs
13128,MID_AT,R_HPST_GEO_N,14.0,yrs
13156,MID_AT,R_HPST_NGA_N,15.0,yrs
13163,MID_AT,R_HP_GEO_R,14.0,yrs
13171,MID_AT,R_HP_NGA_N,15.0,yrs
13178,MID_AT,R_HP_NGA_R,15.0,yrs
13182,MID_AT,R_LT_CFLHE_GSL_N,17.0,yrs
13189,MID_AT,R_LT_CFLHE_RFL_N,17.0,yrs
13196,MID_AT,R_LT_CFLST_GSL_N,17.0,yrs
13203,MID_AT,R_LT_CFLST_RFL_N,17.0,yrs
13210,MID_AT,R_LT_CFLST_ROL_N,10.0,yrs
13217,MID_AT,R_LT_CFL_GSL_R,15.0,yrs
13219,MID_AT,R_LT_CFL_RFL_R,12.0,yrs
13221,MID_AT,R_LT_CFL_ROL_R,9.0,yrs
13223,MID_AT,R_LT_HALST_RFL_N,2.0,yrs
13230,MID_AT,R_LT_HALST_ROL_N,2.0,yrs
13237,MID_AT,R_LT_HAL_RFL_R,2.0,yrs
13238,MID_AT,R_LT_HAL_ROL_R,2.0,yrs
13239,MID_AT,R_LT_HIRST_RFL_N,7.0,yrs
13246,MID_AT,R_LT_HIRST_ROL_N,4.0,yrs
13253,MID_AT,R_LT_HIR_RFL_R,6.0,yrs
13254,MID_AT,R_LT_INCST_RFL_N,3.0,yrs
13261,MID_AT,R_LT_INCST_ROL_N,2.0,yrs
13268,MID_AT,R_LT_INC_RFL_R,3.0,yrs
13269,MID_AT,R_LT_INC_ROL_R,2.0,yrs
13270,MID_AT,R_LT_LED60HE_GSL_N,76.0,yrs
13277,MID_AT,R_LT_LED60ST_GSL_N,76.0,yrs
13284,MID_AT,R_LT_LED60_GSL_R,31.0,yrs
13287,MID_AT,R_LT_LEDHE_LUM_N,145.0,yrs
13294,MID_AT,R_LT_LEDHE_RFL_N,77.0,yrs
13301,MID_AT,R_LT_LEDHE_ROL_N,47.0,yrs
13308,MID_AT,R_LT_LEDST_LUM_N,145.0,yrs
13315,MID_AT,R_LT_LEDST_RFL_N,77.0,yrs
13322,MID_AT,R_LT_LEDST_ROL_N,47.0,yrs
13329,MID_AT,R_LT_LLRHE_L2L_N,73.0,yrs
13336,MID_AT,R_LT_LLRST_L2L_N,73.0,yrs
13343,MID_AT,R_LT_T5HE_LFL_N,47.0,yrs
13350,MID_AT,R_LT_T5ST_LFL_N,47.0,yrs
13357,MID_AT,R_LT_T8HE_LFL_N,38.0,yrs
13364,MID_AT,R_LT_T8ST_LFL_N,34.0,yrs
13371,MID_AT,R_LT_T8_LFL_R,29.0,yrs
13374,MID_AT,R_OW_ELC_N,25.0,yrs
13381,MID_AT,R_OW_ELC_R,25.0,yrs
13384,MID_AT,R_RF_BFELC_R,17.0,yrs
13387,MID_AT,R_RF_BFHE_ELC_N,17.0,yrs
13394,MID_AT,R_RF_BFST_ELC_N,17.0,yrs
13401,MID_AT,R_RF_SFELC_R,17.0,yrs
13404,MID_AT,R_RF_SFHE_ELC_N,17.0,yrs
13411,MID_AT,R_RF_SFST_ELC_N,17.0,yrs
13418,MID_AT,R_RF_TFELC_R,17.0,yrs
13421,MID_AT,R_RF_TFHE_ELC_N,17.0,yrs
13428,MID_AT,R_RF_TFST_ELC_N,17.0,yrs
13435,MID_AT,R_SC_CACELC_R,18.0,yrs
13441,MID_AT,R_SC_CACHE_ELC_N,18.0,yrs
13455,MID_AT,R_SC_CACST_ELC_N,18.0,yrs
13469,MID_AT,R_SC_RACELC_R,9.0,yrs
13473,MID_AT,R_SC_RACHE_ELC_N,9.0,yrs
13487,MID_AT,R_SC_RACST_ELC_N,9.0,yrs
13501,MID_AT,R_SH_BLRHE_DISTOIL_N,23.0,yrs
13508,MID_AT,R_SH_BLRHE_NGA_N,25.0,yrs
13515,MID_AT,R_SH_BLRST_DISTOIL_N,23.0,yrs
13522,MID_AT,R_SH_BLRST_NGA_N,25.0,yrs
13529,MID_AT,R_SH_BLR_DISTOIL_R,23.0,yrs
13532,MID_AT,R_SH_BLR_NGA_R,25.0,yrs
13535,MID_AT,R_SH_FDISTOIL_R,26.0,yrs
13538,MID_AT,R_SH_FHE_DISTOIL_N,26.0,yrs
13545,MID_AT,R_SH_FHE_NGA_N,21.0,yrs
13552,MID_AT,R_SH_FLPG_R,21.0,yrs
13555,MID_AT,R_SH_FNGA_R,21.0,yrs
13558,MID_AT,R_SH_FST_DISTOIL_N,26.0,yrs
13565,MID_AT,R_SH_FST_ELC_N,22.0,yrs
13572,MID_AT,R_SH_FST_LPG_N,21.0,yrs
13579,MID_AT,R_SH_FST_NGA_N,21.0,yrs
13586,MID_AT,R_SH_F_ELC_R,22.0,yrs
13589,MID_AT,R_SH_PLTHE_BIO_N,25.0,yrs
13596,MID_AT,R_SH_PLTST_BIO_N,25.0,yrs
13603,MID_AT,R_SH_RESST_ELC_N,22.0,yrs
13610,MID_AT,R_SH_RES_ELC_R,22.0,yrs
13613,MID_AT,R_SH_WHBIO_R,18.0,yrs
13616,MID_AT,R_SH_WHHE_BIO_N,18.0,yrs
13623,MID_AT,R_SH_WHST_BIO_N,18.0,yrs
13630,MID_AT,R_WH_ELC_R,13.0,yrs
13634,MID_AT,R_WH_ERHE_ELC_N,13.0,yrs
13648,MID_AT,R_WH_ERST_ELC_N,13.0,yrs
13662,MID_AT,R_WH_GFHE_NGA_N,13.0,yrs
13669,MID_AT,R_WH_GFST_NGA_N,13.0,yrs
13676,MID_AT,R_WH_GF_NGA_R,13.0,yrs
13678,MID_AT,R_WH_HPHE_ELC_N,13.0,yrs
13685,MID_AT,R_WH_HPST_ELC_N,13.0,yrs
13692,MID_AT,R_WH_OFHE_DISTOIL_N,13.0,yrs
13699,MID_AT,R_WH_OFST_DISTOIL_N,13.0,yrs
13706,MID_AT,R_WH_OF_DISTOIL_R,13.0,yrs
13708,MID_AT,R_WH_SOLELC_R,22.0,yrs
13714,MID_AT,R_WH_SOLST_ELC_N,22.0,yrs
13728,NE,C_AHPHE_ELC_N,15.0,yrs
13742,NE,C_AHPHE_ELC_R,20.0,yrs
13745,NE,C_AHPST_ELC_N,15.0,yrs
13759,NE,C_AHP_ELC_R,20.0,yrs
13765,NE,C_CK_RANGEHE_ELC_N,12.0,yrs
13772,NE,C_CK_RANGEHE_ELC_R,12.0,yrs
13774,NE,C_CK_RANGEHE_NGA_N,12.0,yrs
13781,NE,C_CK_RANGEHE_NGA_R,12.0,yrs
13783,NE,C_CK_RANGEST_ELC_N,12.0,yrs
13790,NE,C_CK_RANGEST_NGA_N,12.0,yrs
13797,NE,C_CK_RANGE_ELC_R,12.0,yrs
13799,NE,C_CK_RANGE_NGA_R,12.0,yrs
13801,NE,C_GHPHE_ELC_N,14.0,yrs
13815,NE,C_GHPHE_ELC_R,14.0,yrs
13817,NE,C_GHPST_ELC_N,14.0,yrs
13831,NE,C_GHP_ELC_R,14.0,yrs
13835,NE,C_LT_8FTLEDHE_LFL_N,12.0,yrs
13842,NE,C_LT_8FTLEDST_LFL_N,12.0,yrs
13849,NE,C_LT_8FTLUMHE_LFL_N,24.0,yrs
13856,NE,C_LT_8FTLUMST_LFL_N,24.0,yrs
13863,NE,C_LT_8FTT8HE_LFL_N,6.0,yrs
13870,NE,C_LT_8FTT8HOHE_LFL_N,5.0,yrs
13877,NE,C_LT_8FTT8HOST_LFL_N,5.0,yrs
13884,NE,C_LT_8FTT8HO_LFL_R,4.0,yrs
13885,NE,C_LT_8FTT8ST_LFL_N,6.0,yrs
13892,NE,C_LT_8FTT8_LFL_R,6.0,yrs
13893,NE,C_LT_CFLHE_GSL_N,3.0,yrs
13900,NE,C_LT_CFLST_GSL_N,3.0,yrs
13907,NE,C_LT_CFL_GSL_R,3.0,yrs
13908,NE,C_LT_HALST_RFL_N,2.0,yrs
13915,NE,C_LT_HAL_RFL_R,2.0,yrs
13916,NE,C_LT_HIRST_RFL_N,2.0,yrs
13923,NE,C_LT_HIR_RFL_R,2.0,yrs
13924,NE,C_LT_LEDHE_GSL_N,13.0,yrs
13931,NE,C_LT_LEDHE_LFL_N,12.0,yrs
13938,NE,C_LT_LEDHE_RFL_N,13.0,yrs
13945,NE,C_LT_LEDST_GSL_N,13.0,yrs
13952,NE,C_LT_LEDST_LFL_N,12.0,yrs
13959,NE,C_LT_LEDST_RFL_N,13.0,yrs
13966,NE,C_LT_LUMHE_HB_N,24.0,yrs
13973,NE,C_LT_LUMHE_LB_N,24.0,yrs
13980,NE,C_LT_LUMHE_LFL_N,24.0,yrs
13987,NE,C_LT_LUMST_HB_N,24.0,yrs
13994,NE,C_LT_LUMST_LB_N,24.0,yrs
14001,NE,C_LT_LUMST_LFL_N,24.0,yrs
14008,NE,C_LT_LUM_LFL_R,17.0,yrs
14011,NE,C_LT_MERCST_HB_N,6.0,yrs
14018,NE,C_LT_MERCST_LB_N,6.0,yrs
14025,NE,C_LT_MERC_HB_R,6.0,yrs
14026,NE,C_LT_MERC_LB_R,6.0,yrs
14027,NE,C_LT_MTHALST_HB_N,4.0,yrs
14034,NE,C_LT_MTHALST_LB_N,4.0,yrs
14041,NE,C_LT_MTHAL_HB_R,4.0,yrs
14042,NE,C_LT_MTHAL_LB_R,4.0,yrs
14043,NE,C_LT_NAVAPST_HB_N,6.0,yrs
14050,NE,C_LT_NAVAPST_LB_N,6.0,yrs
14057,NE,C_LT_NAVAP_HB_R,6.0,yrs
14058,NE,C_LT_NAVAP_LB_R,6.0,yrs
14059,NE,C_LT_T5HE_LFL_N,8.0,yrs
14066,NE,C_LT_T5HOHE_HB_N,7.0,yrs
14073,NE,C_LT_T5HOST_HB_N,7.0,yrs
14080,NE,C_LT_T5HO_HB_R,6.0,yrs
14081,NE,C_LT_T5ST_LFL_N,8.0,yrs
14088,NE,C_LT_T5_LFL_R,7.0,yrs
14090,NE,C_LT_T8HE_LFL_N,6.0,yrs
14097,NE,C_LT_T8ST_LFL_N,6.0,yrs
14104,NE,C_LT_T8_LFL_R,6.0,yrs
14105,NE,C_OW_DSL_N,25.0,yrs
14112,NE,C_OW_DSL_R,25.0,yrs
14115,NE,C_OW_ELC_N,25.0,yrs
14122,NE,C_OW_ELC_R,25.0,yrs
14125,NE,C_OW_NGA_N,25.0,yrs
14132,NE,C_OW_NGA_R,25.0,yrs
14135,NE,C_RF_BVMHE_ELC_N,10.0,yrs
14142,NE,C_RF_BVMHE_ELC_R,10.0,yrs
14144,NE,C_RF_BVMST_ELC_N,10.0,yrs
14151,NE,C_RF_BVM_ELC_R,10.0,yrs
14153,NE,C_RF_CENHE_ELC_N,10.0,yrs
14160,NE,C_RF_CENST_ELC_N,10.0,yrs
14167,NE,C_RF_CEN_ELC_R,10.0,yrs
14169,NE,C_RF_CMPHE_ELC_N,15.0,yrs
14176,NE,C_RF_CMPST_ELC_N,15.0,yrs
14183,NE,C_RF_CMP_ELC_R,15.0,yrs
14185,NE,C_RF_CNDHE_ELC_N,10.0,yrs
14192,NE,C_RF_CNDST_ELC_N,10.0,yrs
14199,NE,C_RF_CND_ELC_R,10.0,yrs
14201,NE,C_RF_ICMHE_ELC_N,8.0,yrs
14208,NE,C_RF_ICMST_ELC_N,8.0,yrs
14215,NE,C_RF_ICM_ELC_R,8.0,yrs
14217,NE,C_RF_RIFHE_ELC_N,10.0,yrs
14224,NE,C_RF_RIFHE_ELC_R,10.0,yrs
14226,NE,C_RF_RIFST_ELC_N,10.0,yrs
14233,NE,C_RF_RIF_ELC_R,10.0,yrs
14235,NE,C_RF_RIRHE_ELC_N,10.0,yrs
14242,NE,C_RF_RIRHE_ELC_R,10.0,yrs
14244,NE,C_RF_RIRST_ELC_N,10.0,yrs
14251,NE,C_RF_RIR_ELC_R,10.0,yrs
14253,NE,C_RF_RVMHE_ELC_N,14.0,yrs
14260,NE,C_RF_RVMST_ELC_N,14.0,yrs
14267,NE,C_RF_RVM_ELC_R,14.0,yrs
14269,NE,C_RF_WIFHE_ELC_N,10.0,yrs
14276,NE,C_RF_WIFHE_ELC_R,10.0,yrs
14278,NE,C_RF_WIFST_ELC_N,10.0,yrs
14285,NE,C_RF_WIF_ELC_R,10.0,yrs
14287,NE,C_RF_WIRHE_ELC_N,12.0,yrs
14294,NE,C_RF_WIRHE_ELC_R,12.0,yrs
14296,NE,C_RF_WIRST_ELC_N,12.0,yrs
14303,NE,C_RF_WIR_ELC_R,12.0,yrs
14305,NE,C_SC_CCCHE_ELC_N,25.0,yrs
14312,NE,C_SC_CCCHE_ELC_R,25.0,yrs
14315,NE,C_SC_CCCST_ELC_N,25.0,yrs
14322,NE,C_SC_CCC_ELC_R,25.0,yrs
14325,NE,C_SC_CHA_NGA_N,23.0,yrs
14332,NE,C_SC_CHA_NGA_R,23.0,yrs
14335,NE,C_SC_CHEDAHE_N,25.0,yrs
14342,NE,C_SC_CHEDA_R,25.0,yrs
14345,NE,C_SC_CRCHE_ELC_N,20.0,yrs
14352,NE,C_SC_CRCHE_ELC_R,20.0,yrs
14355,NE,C_SC_CRCST_ELC_N,20.0,yrs
14362,NE,C_SC_CRC_ELC_R,20.0,yrs
14365,NE,C_SC_CSCHE_ELC_N,20.0,yrs
14372,NE,C_SC_CSCHE_ELC_R,20.0,yrs
14375,NE,C_SC_CSCST_ELC_N,20.0,yrs
14382,NE,C_SC_CSC_ELC_R,20.0,yrs
14385,NE,C_SC_CSWHE_ELC_N,20.0,yrs
14392,NE,C_SC_CSWHE_ELC_R,20.0,yrs
14395,NE,C_SC_CSWST_ELC_N,20.0,yrs
14402,NE,C_SC_CSW_ELC_R,20.0,yrs
14405,NE,C_SC_RACHE_ELC_N,21.0,yrs
14412,NE,C_SC_RACHE_ELC_R,21.0,yrs
14415,NE,C_SC_RACST_ELC_N,21.0,yrs
14422,NE,C_SC_RACST_NGA_N,15.0,yrs
14429,NE,C_SC_RAC_ELC_R,21.0,yrs
14432,NE,C_SC_RAC_NGA_R,15.0,yrs
14434,NE,C_SH_BHE_DISTOIL_N,26.0,yrs
14441,NE,C_SH_BHE_DISTOIL_R,30.0,yrs
14444,NE,C_SH_BHE_NGA_N,25.0,yrs
14451,NE,C_SH_BHE_NGA_R,25.0,yrs
14454,NE,C_SH_BST_DISTOIL_N,26.0,yrs
14461,NE,C_SH_BST_ELC_N,15.0,yrs
14468,NE,C_SH_BST_NGA_N,25.0,yrs
14475,NE,C_SH_B_DISTOIL_R,30.0,yrs
14478,NE,C_SH_B_ELC_R,15.0,yrs
14480,NE,C_SH_B_NGA_R,30.0,yrs
14483,NE,C_SH_ERST_ELC_N,18.0,yrs
14490,NE,C_SH_ER_ELC_R,18.0,yrs
14493,NE,C_SH_FHE_NGA_N,23.0,yrs
14500,NE,C_SH_FHE_NGA_R,23.0,yrs
14503,NE,C_SH_FST_DISTOIL_N,23.0,yrs
14510,NE,C_SH_FST_NGA_N,23.0,yrs
14517,NE,C_SH_F_DISTOIL_R,23.0,yrs
14520,NE,C_SH_F_NGA_R,23.0,yrs
14523,NE,C_VT_CAVHE_ELC_N,20.0,yrs
14530,NE,C_VT_CAVST_ELC_N,20.0,yrs
14537,NE,C_VT_CAV_ELC_R,20.0,yrs
14540,NE,C_VT_VAVHE_ELC_N,20.0,yrs
14547,NE,C_VT_VAVST_ELC_N,20.0,yrs
14554,NE,C_VT_VAV_ELC_R,20.0,yrs
14557,NE,C_WH_DWHHE_DISTOIL_N,13.0,yrs
14564,NE,C_WH_DWHHE_DISTOIL_R,13.0,yrs
14566,NE,C_WH_DWHST_DISTOIL_N,13.0,yrs
14573,NE,C_WH_DWH_DISTOIL_R,13.0,yrs
14575,NE,C_WH_EWHST_ELC_N,12.0,yrs
14582,NE,C_WH_HPST_ELC_N,15.0,yrs
14589,NE,C_WH_HP_ELC_R,15.0,yrs
14591,NE,C_WH_NWHHE_NGA_N,10.0,yrs
14598,NE,C_WH_NWHHE_NGA_R,10.0,yrs
14600,NE,C_WH_NWHST_NGA_N,10.0,yrs
14607,NE,C_WH_NWH_NGA_R,13.0,yrs
14609,NE,C_WH_SOLST_ELC_N,20.0,yrs
14616,NE,C_WH_SOLST_ELC_R,20.0,yrs
14619,NE,C_WH_SOL_ELC_R,20.0,yrs
14622,NE,R_CD_ELC_R,13.0,yrs
14624,NE,R_CD_HE_ELC_N,13.0,yrs
14631,NE,R_CD_HE_NGA_N,13.0,yrs
14638,NE,R_CD_NGA_R,13.0,yrs
14640,NE,R_CD_ST_ELC_N,13.0,yrs
14647,NE,R_CD_ST_NGA_N,13.0,yrs
14654,NE,R_CK_OVHE_NGA_N,12.0,yrs
14661,NE,R_CK_OVST_NGA_N,12.0,yrs
14668,NE,R_CK_OV_NGA_R,12.0,yrs
14670,NE,R_CK_TOPHE_ELC_N,19.0,yrs
14677,NE,R_CK_TOPHE_NGA_N,12.0,yrs
14684,NE,R_CK_TOPST_ELC_N,15.0,yrs
14691,NE,R_CK_TOPST_NGA_N,12.0,yrs
14698,NE,R_CK_TOP_ELC_R,15.0,yrs
14700,NE,R_CK_TOP_NGA_R,12.0,yrs
14702,NE,R_DW_ELC_R,14.0,yrs
14704,NE,R_DW_HE_ELC_N,14.0,yrs
14711,NE,R_DW_ST_ELC_N,14.0,yrs
14718,NE,R_FZ_CHESTHE_N,22.0,yrs
14725,NE,R_FZ_CHESTST_N,22.0,yrs
14732,NE,R_FZ_CHEST_R,22.0,yrs
14735,NE,R_FZ_UPRIGHTHE_N,22.0,yrs
14742,NE,R_FZ_UPRIGHTST_N,22.0,yrs
14749,NE,R_FZ_UPRIGHT_R,22.0,yrs
14752,NE,R_HPELC_R,15.0,yrs
14760,NE,R_HPHE_ELC_N,15.0,yrs
14788,NE,R_HPHE_GEO_N,14.0,yrs
14816,NE,R_HPST_ELC_N,15.0,yrs
14844,NE,R_HPST_GEO_N,14.0,yrs
14872,NE,R_HPST_NGA_N,15.0,yrs
14879,NE,R_HP_GEO_R,14.0,yrs
14887,NE,R_HP_NGA_N,15.0,yrs
14894,NE,R_HP_NGA_R,15.0,yrs
14898,NE,R_LT_CFLHE_GSL_N,17.0,yrs
14905,NE,R_LT_CFLHE_RFL_N,17.0,yrs
14912,NE,R_LT_CFLST_GSL_N,17.0,yrs
14919,NE,R_LT_CFLST_RFL_N,17.0,yrs
14926,NE,R_LT_CFLST_ROL_N,10.0,yrs
14933,NE,R_LT_CFL_GSL_R,15.0,yrs
14935,NE,R_LT_CFL_RFL_R,12.0,yrs
14937,NE,R_LT_CFL_ROL_R,9.0,yrs
14939,NE,R_LT_HALST_RFL_N,2.0,yrs
14946,NE,R_LT_HALST_ROL_N,2.0,yrs
14953,NE,R_LT_HAL_RFL_R,2.0,yrs
14954,NE,R_LT_HAL_ROL_R,2.0,yrs
14955,NE,R_LT_HIRST_RFL_N,7.0,yrs
14962,NE,R_LT_HIRST_ROL_N,4.0,yrs
14969,NE,R_LT_HIR_RFL_R,6.0,yrs
14970,NE,R_LT_INCST_RFL_N,3.0,yrs
14977,NE,R_LT_INCST_ROL_N,2.0,yrs
14984,NE,R_LT_INC_RFL_R,3.0,yrs
14985,NE,R_LT_INC_ROL_R,2.0,yrs
14986,NE,R_LT_LED60HE_GSL_N,76.0,yrs
14993,NE,R_LT_LED60ST_GSL_N,76.0,yrs
15000,NE,R_LT_LED60_GSL_R,31.0,yrs
15003,NE,R_LT_LEDHE_LUM_N,145.0,yrs
15010,NE,R_LT_LEDHE_RFL_N,77.0,yrs
15017,NE,R_LT_LEDHE_ROL_N,47.0,yrs
15024,NE,R_LT_LEDST_LUM_N,145.0,yrs
15031,NE,R_LT_LEDST_RFL_N,77.0,yrs
15038,NE,R_LT_LEDST_ROL_N,47.0,yrs
15045,NE,R_LT_LLRHE_L2L_N,73.0,yrs
15052,NE,R_LT_LLRST_L2L_N,73.0,yrs
15059,NE,R_LT_T5HE_LFL_N,47.0,yrs
15066,NE,R_LT_T5ST_LFL_N,47.0,yrs
15073,NE,R_LT_T8HE_LFL_N,38.0,yrs
15080,NE,R_LT_T8ST_LFL_N,34.0,yrs
15087,NE,R_LT_T8_LFL_R,29.0,yrs
15090,NE,R_OW_ELC_N,25.0,yrs
15097,NE,R_OW_ELC_R,25.0,yrs
15100,NE,R_RF_BFELC_R,17.0,yrs
15103,NE,R_RF_BFHE_ELC_N,17.0,yrs
15110,NE,R_RF_BFST_ELC_N,17.0,yrs
15117,NE,R_RF_SFELC_R,17.0,yrs
15120,NE,R_RF_SFHE_ELC_N,17.0,yrs
15127,NE,R_RF_SFST_ELC_N,17.0,yrs
15134,NE,R_RF_TFELC_R,17.0,yrs
15137,NE,R_RF_TFHE_ELC_N,17.0,yrs
15144,NE,R_RF_TFST_ELC_N,17.0,yrs
15151,NE,R_SC_CACELC_R,18.0,yrs
15157,NE,R_SC_CACHE_ELC_N,18.0,yrs
15171,NE,R_SC_CACST_ELC_N,18.0,yrs
15185,NE,R_SC_RACELC_R,9.0,yrs
15189,NE,R_SC_RACHE_ELC_N,9.0,yrs
15203,NE,R_SC_RACST_ELC_N,9.0,yrs
15217,NE,R_SH_BLRHE_DISTOIL_N,23.0,yrs
15224,NE,R_SH_BLRHE_NGA_N,25.0,yrs
15231,NE,R_SH_BLRST_DISTOIL_N,23.0,yrs
15238,NE,R_SH_BLRST_NGA_N,25.0,yrs
15245,NE,R_SH_BLR_DISTOIL_R,23.0,yrs
15248,NE,R_SH_BLR_NGA_R,25.0,yrs
15251,NE,R_SH_FDISTOIL_R,26.0,yrs
15254,NE,R_SH_FHE_DISTOIL_N,26.0,yrs
15261,NE,R_SH_FHE_NGA_N,21.0,yrs
15268,NE,R_SH_FLPG_R,21.0,yrs
15271,NE,R_SH_FNGA_R,21.0,yrs
15274,NE,R_SH_FST_DISTOIL_N,26.0,yrs
15281,NE,R_SH_FST_ELC_N,22.0,yrs
15288,NE,R_SH_FST_LPG_N,21.0,yrs
15295,NE,R_SH_FST_NGA_N,21.0,yrs
15302,NE,R_SH_F_ELC_R,22.0,yrs
15305,NE,R_SH_PLTHE_BIO_N,25.0,yrs
15312,NE,R_SH_PLTST_BIO_N,25.0,yrs
15319,NE,R_SH_RESST_ELC_N,22.0,yrs
15326,NE,R_SH_RES_ELC_R,22.0,yrs
15329,NE,R_SH_WHBIO_R,18.0,yrs
15332,NE,R_SH_WHHE_BIO_N,18.0,yrs
15339,NE,R_SH_WHST_BIO_N,18.0,yrs
15346,NE,R_WH_ELC_R,13.0,yrs
15350,NE,R_WH_ERHE_ELC_N,13.0,yrs
15364,NE,R_WH_ERST_ELC_N,13.0,yrs
15378,NE,R_WH_GFHE_NGA_N,13.0,yrs
15385,NE,R_WH_GFST_NGA_N,13.0,yrs
15392,NE,R_WH_GF_NGA_R,13.0,yrs
15394,NE,R_WH_HPHE_ELC_N,13.0,yrs
15401,NE,R_WH_HPST_ELC_N,13.0,yrs
15408,NE,R_WH_OFHE_DISTOIL_N,13.0,yrs
15415,NE,R_WH_OFST_DISTOIL_N,13.0,yrs
15422,NE,R_WH_OF_DISTOIL_R,13.0,yrs
15424,NE,R_WH_SOLELC_R,22.0,yrs
15430,NE,R_WH_SOLST_ELC_N,22.0,yrs
